length,dia,pre,mass,quality,enthalpy,temp,outcome
0.00581,1,11760,5051,0.013,547,217.43,4089
0.00581,1,11760,5030,0.052,351,259.3,3008
0.00581,1,11760,5030,0.071,250,279.51,2446
0.00581,1,11760,5030,0.11,136,300.77,1967
0.00578,2,11760,1493,0.302,982,117.09,1440
0.00578,2,11760,1493,0.324,897,137.2,1376
0.00578,2,11760,1493,0.373,629,199.13,1156
0.00578,2,11760,1493,0.398,542,218.54,1095
0.00578,2,11760,1493,0.393,444,239.81,986
0.00578,2,11760,1493,0.4,351,259.3,896
0.00578,2,11760,1493,0.434,250,279.51,836
0.00578,2,11760,3441,0.062,1071,95.89,2819
0.00578,2,11760,3441,0.091,897,137.2,2472
0.00578,2,11760,3441,0.09,811,157.36,2258
0.00578,2,11760,3441,0.109,638,197.1,1895
0.00578,2,11760,3441,0.125,542,218.54,1710
0.00578,2,11760,3441,0.152,448,238.96,1559
0.00578,2,11760,3441,0.203,250,279.51,1229
0.00578,2,11760,3441,0.251,147,298.8,1121
0.00578,2,11760,4966,0.016,1071,95.89,3861
0.00578,2,11760,4966,0.008,982,117.09,3512
0.00578,2,11760,4997,0.04,897,137.2,3361
0.00578,2,11760,4976,0.072,811,157.36,3190
0.00578,2,11760,5029,0.085,728,176.58,2978
0.00578,2,11760,5029,0.093,542,218.54,2353
0.00578,2,11760,5029,0.104,448,238.96,2068
0.00578,2,11760,5029,0.129,346,260.33,1813
0.00578,2,11760,5029,0.162,255,278.54,1630
0.00578,2,11760,5029,0.206,142,299.7,1422
0.00578,3,11760,1493,0.351,1067,96.84,1064
0.00578,3,11760,1493,0.39,897,137.2,976
0.00578,3,11760,1493,0.41,723,177.73,869
0.00578,3,11760,1493,0.422,542,218.54,752
0.00578,3,11760,1493,0.41,356,258.27,610
0.00578,3,11760,1493,0.39,250,279.51,518
0.00578,3,11760,1493,0.38,142,299.7,433
0.00578,3,11760,3314,0.12,897,137.2,1647
0.00578,3,11760,3314,0.145,723,177.73,1418
0.00578,3,11760,3314,0.156,634,198.01,1299
0.00578,3,11760,3314,0.171,542,218.54,1188
0.00578,3,11760,3314,0.203,448,238.96,1100
0.00578,3,11760,3314,0.267,250,279.51,914
0.00578,3,11760,3314,0.28,142,299.7,766
0.00578,3,11760,4997,0.09,1071,95.89,2814
0.00578,3,11760,4997,0.1,982,117.09,2628
0.00578,3,11760,4997,0.107,897,137.2,2442
0.00578,3,11760,4997,0.095,728,176.58,2005
0.00578,3,11760,4997,0.213,448,238.96,1688
0.00578,3,11760,5029,0.241,250,279.51,1308
0.00585,4,11760,1499,0.411,1071,95.89,852
0.00585,4,11760,1499,0.425,976,118.51,809
0.00585,4,11760,1499,0.437,893,138.14,772
0.00585,4,11760,1499,0.43,542,218.54,579
0.00585,4,11760,1499,0.406,351,259.3,458
0.00585,4,11760,1499,0.397,242,281.06,393
0.00585,4,11760,1499,0.387,139,300.23,331
0.00585,4,11760,3297,0.136,1067,96.84,1470
0.00585,4,11760,3297,0.16,982,117.09,1403
0.00585,4,11760,3297,0.179,897,137.2,1326
0.00585,4,11760,3297,0.186,811,157.36,1236
0.00585,4,11760,3297,0.192,723,177.73,1138
0.00585,4,11760,3297,0.226,634,198.01,1083
0.00585,4,11760,3297,0.256,540,218.98,1017
0.00585,4,11760,3297,0.287,448,238.96,953
0.00585,4,11760,3297,0.305,351,259.3,864
0.00585,4,11760,3297,0.304,250,279.51,741
0.00585,4,11760,3297,0.316,142,299.7,631
0.00585,4,11760,3297,0.344,27,319.02,529
0.00585,4,11760,4992,0.063,1067,96.84,2063
0.00585,4,11760,4992,0.09,902,136.02,1814
0.00585,4,11760,4992,0.109,811,157.36,1697
0.00585,4,11760,4992,0.131,723,177.73,1581
0.00585,4,11760,4992,0.163,631,198.68,1496
0.00585,4,11760,5034,0.192,542,218.54,1413
0.00585,4,11760,5034,0.228,448,238.96,1322
0.00585,4,11760,5034,0.262,351,259.3,1221
0.00585,4,11760,5003,0.362,30,318.55,848
0.00585,6,11760,3349,0.324,244,280.67,517
0.00585,6,11760,3349,0.327,142,299.7,437
0.00585,6,11760,4910,0.186,982,117.09,1430
0.00585,6,11760,4910,0.219,897,137.2,1375
0.00585,6,11760,4992,0.232,811,157.36,1314
0.00585,6,11760,5003,0.268,634,198.01,1186
0.00585,6,11760,5003,0.291,542,218.54,1081
0.00585,6,11760,5003,0.333,448,238.96,1031
0.00585,6,11760,5003,0.351,351,259.3,940
0.00585,6,11760,5003,0.385,142,299.7,739
0.0077,1.1,11760,997,0.296,618,201.61,1686
0.0077,1.1,11760,997,0.289,613,202.73,1663
0.00782,0.25,11760,1504,-0.292,982,117.09,7255
0.00782,0.25,11760,1504,-0.275,893,138.14,6460
0.00782,0.25,11760,1504,-0.224,807,158.29,6175
0.00782,0.25,11760,1504,-0.152,629,199.13,5153
0.00782,0.25,11760,1504,-0.119,547,217.43,4660
0.00782,0.25,11760,1504,-0.093,448,238.96,3883
0.00782,0.25,11760,1990,-0.377,982,117.09,8013
0.00782,0.25,11760,1990,-0.344,902,136.02,7368
0.00782,0.25,11760,1990,-0.246,719,178.65,6422
0.00782,0.25,11760,1990,-0.2,634,198.01,5967
0.00782,0.25,11760,1990,-0.156,542,218.54,5387
0.00782,0.25,11760,1990,-0.121,448,238.96,4622
0.00782,0.25,11760,1990,-0.081,351,259.3,3903
0.00782,0.25,11760,3002,-0.196,542,218.54,7009
0.00782,0.25,11760,3002,-0.149,448,238.96,6005
0.00782,1.65,11760,2875,0.157,283,273.03,1604
0.0079,0.895,11760,964,0.222,818,155.73,2291
0.0079,0.895,11760,1440,0.215,334,262.78,1872
0.0079,0.895,11760,1950,0.201,139,300.23,1616
0.0079,0.895,11760,2800,0.099,252,279.12,2279
0.0079,0.895,11760,953,0.237,811,157.36,2291
0.0079,0.895,11760,1236,0.263,339,261.76,1779
0.0079,0.895,11760,1383,0.111,844,149.65,2954
0.0079,0.895,11760,1395,0.134,850,148.24,3083
0.0079,0.895,11760,1746,0.15,383,252.68,2175
0.0079,0.895,11760,2267,0.148,180,292.79,1767
0.008,0.565,11760,995,0.153,638,197.1,2860
0.008,0.565,11760,1001,0.201,441,240.45,2396
0.008,0.565,11760,1012,0.207,405,248.08,2303
0.0077,1.555,11760,1486,0.307,429,243,1453
0.0077,1.555,11760,1486,0.299,410,247.02,1418
0.0077,1.555,11760,1486,0.319,410,247.02,1453
0.00783,1.65,11760,1823,0.291,180,292.79,1163
0.00782,1.65,11760,2106,0.244,223,284.71,1290
0.00782,1.65,11760,2898,0.147,291,271.44,1604
0.00792,1.65,11760,4049,0.143,125,302.71,1442
0.0079,1.65,11760,4534,0.099,247,280.09,1965
0.00795,2,11760,985,0.296,1319,36.34,1628
0.00795,2,11760,985,0.298,1235,56.56,1546
0.00795,2,11760,985,0.31,1151,76.73,1477
0.00795,2,11760,985,0.318,1067,96.84,1407
0.00795,2,11760,985,0.371,897,137.2,1302
0.00795,2,11760,985,0.384,828,153.39,1256
0.00795,2,11760,985,0.416,723,177.73,1186
0.00795,2,11760,985,0.443,634,198.01,1135
0.00795,2,11760,985,0.485,446,239.38,1004
0.00795,2,11760,985,0.473,351,259.3,898
0.00795,2,11760,1495,0.182,1310,38.51,2256
0.00795,2,11760,1495,0.189,1235,56.56,2163
0.00795,2,11760,1495,0.218,1065,97.32,1953
0.00795,2,11760,1495,0.225,895,137.67,1721
0.00795,2,11760,1495,0.204,811,157.36,1558
0.00795,2,11760,1495,0.268,542,218.54,1279
0.00795,2,11760,1495,0.293,444,239.81,1174
0.00795,2,11760,2004,0.059,1321,35.86,2744
0.00795,2,11760,2004,0.09,1235,56.56,2640
0.00795,2,11760,2004,0.115,1071,95.89,2384
0.00795,2,11760,2004,0.131,982,117.09,2244
0.00795,2,11760,2004,0.15,982,117.09,2291
0.00795,2,11760,2004,0.117,897,137.2,2046
0.00795,2,11760,2004,0.152,897,137.2,2128
0.00795,2,11760,2004,0.14,809,157.82,1930
0.00795,2,11760,2004,0.155,807,158.29,1953
0.00795,2,11760,2004,0.153,719,178.65,1779
0.00795,2,11760,2004,0.156,629,199.13,1616
0.00795,2,11760,2004,0.167,538,219.42,1453
0.00795,2,11760,2004,0.2,448,238.96,1360
0.00795,2,11760,2004,0.229,351,259.3,1244
0.00795,2,11760,2004,0.25,250,279.51,1090
0.00795,2,11760,2787,0.035,1062,98.04,3023
0.00795,2,11760,2787,0.044,897,137.2,2593
0.00795,2,11760,2787,0.058,811,157.36,2407
0.00795,2,11760,2787,0.072,723,177.73,2221
0.00795,2,11760,2776,0.094,634,198.01,2046
0.00795,2,11760,2815,0.155,255,278.54,1232
0.00805,0.5,11760,994,0.208,351,259.3,2396
0.00805,0.5,11760,994,0.233,250,279.51,2117
0.00805,0.5,11760,1507,0.099,351,259.3,2838
0.00805,0.5,11760,2004,0.04,351,259.3,3211
0.00805,0.5,11760,2004,0.068,250,279.51,2663
0.00805,0.5,11760,2004,0.116,136,300.77,2232
0.00805,0.5,11760,2795,0.038,250,279.51,3314
0.00805,0.5,11760,2795,0.077,142,299.7,2640
0.00805,0.5,11760,3330,0.018,250,279.51,3628
0.00805,1,11760,1005,0.353,351,259.3,1570
0.00805,1,11760,1005,0.379,244,280.67,1418
0.00805,1,11760,1005,0.41,136,300.77,1279
0.00805,1,11760,1507,0.231,250,279.51,1604
0.00805,1,11760,1507,0.276,142,299.7,1442
0.00805,1,11760,2014,0.126,351,259.3,2023
0.00805,1,11760,2014,0.155,244,280.67,1744
0.00805,1,11760,2014,0.184,142,299.7,1477
0.00805,1,11760,2773,0.056,351,259.3,2326
0.00805,1,11760,2773,0.097,250,279.51,2046
0.00805,1,11760,2773,0.174,30,318.55,1314
0.00805,1,11760,3313,0.042,351,259.3,2663
0.00805,1,11760,3313,0.069,250,279.51,2209
0.00805,1,11760,3330,0.096,136,300.77,1732
0.00805,2,11760,999,0.463,351,259.3,912
0.00805,2,11760,999,0.464,250,279.51,814
0.00805,2,11760,999,0.485,142,299.7,732
0.00805,2,11760,1452,0.353,250,279.51,985
0.00805,2,11760,1452,0.398,24,319.48,737
0.00805,2,11760,2009,0.236,351,259.3,1279
0.00805,2,11760,2009,0.293,147,298.8,1017
0.00805,2,11760,2009,0.327,24,319.48,843
0.00805,2,11760,2784,0.167,250,279.51,1232
0.00805,2,11760,2800,0.195,142,299.7,1066
0.00805,2,11760,2800,0.253,24,319.48,924
0.00803,3,11760,1015,0.476,351,259.3,628
0.00803,3,11760,1465,0.381,244,280.67,689
0.00803,3,11760,1465,0.395,142,299.7,604
0.00803,3,11760,1465,0.387,24,319.48,464
0.00803,3,11760,2014,0.274,351,259.3,915
0.00803,3,11760,2014,0.316,239,281.64,839
0.00803,3,11760,2798,0.223,250,279.51,969
0.00803,3,11760,3187,0.188,351,259.3,1221
0.00803,3,11760,3330,0.276,30,318.55,804
0.00803,4,11760,993,0.464,250,279.51,402
0.00803,4,11760,993,0.437,142,299.7,332
0.00803,4,11760,1509,0.378,351,259.3,605
0.00803,4,11760,1509,0.36,250,279.51,517
0.00803,4,11760,1509,0.359,142,299.7,434
0.00803,4,11760,1992,0.318,250,279.51,632
0.00803,4,11760,1992,0.319,142,299.7,525
0.00803,4,11760,1992,0.339,24,319.48,430
0.00803,4,11760,3313,0.198,346,260.33,966
0.00803,4,11760,3313,0.23,250,279.51,873
0.00803,4,11760,3346,0.27,147,298.8,792
0.00803,6,11760,999,0.456,763,168.51,437
0.00803,6,11760,999,0.464,679,187.8,410
0.00803,6,11760,999,0.439,496,228.61,343
0.00803,6,11760,1004,0.434,386,252.06,302
0.00803,6,11760,999,0.444,291,271.44,275
0.00803,6,11760,999,0.439,244,280.67,258
0.00803,6,11760,1986,0.317,301,269.44,453
0.00803,6,11760,2003,0.325,175,293.71,380
0.00803,6,11760,2014,0.347,36,317.61,305
0.0082,5.34,11760,1010,0.54,1319,36.34,759
0.0082,5.34,11760,1010,0.524,1155,75.78,688
0.0082,5.34,11760,1010,0.508,1071,95.89,648
0.0082,5.34,11760,1010,0.497,982,117.09,608
0.0082,5.34,11760,1010,0.499,897,137.2,578
0.0082,5.34,11760,1010,0.506,807,158.29,546
0.0082,5.34,11760,1010,0.487,634,198.01,472
0.0082,5.34,11760,1010,0.486,542,218.54,436
0.0082,5.34,11760,1010,0.471,346,260.33,353
0.0082,5.34,11760,1010,0.445,296,270.44,322
0.0082,5.34,11760,1010,0.457,244,280.67,308
0.0082,5.34,11760,1010,0.439,197,289.62,281
0.0082,5.37,11760,1510,0.407,1025,106.86,866
0.0082,5.37,11760,1510,0.407,982,117.09,842
0.0082,5.37,11760,1510,0.412,811,157.36,747
0.0082,5.37,11760,1510,0.422,542,218.54,602
0.0082,5.37,11760,1510,0.433,448,238.96,557
0.0082,5.37,11760,1510,0.421,351,259.3,494
0.0082,5.37,11760,1510,0.396,301,269.44,447
0.0082,5.37,11760,1510,0.387,197,289.62,382
0.0082,5.37,11760,1510,0.383,142,299.7,347
0.0082,5.37,11760,1510,0.366,84,309.77,303
0.0082,5.34,11760,2005,0.359,634,198.01,814
0.0082,5.34,11760,2005,0.343,538,219.42,728
0.0082,5.34,11760,2005,0.363,448,238.96,676
0.0082,5.34,11760,2010,0.355,346,260.33,595
0.0082,5.34,11760,2010,0.365,301,269.44,569
0.0082,5.34,11760,2010,0.358,250,279.51,525
0.0082,5.34,11760,2005,0.359,197,289.62,479
0.0082,5.34,11760,1994,0.35,136,300.77,426
0.0082,5.34,11760,1994,0.371,43,316.49,373
0.0082,5.34,11760,2310,0.306,634,198.01,882
0.0082,5.34,11760,2310,0.312,542,218.54,809
0.0082,5.34,11760,2299,0.315,448,238.96,728
0.0082,5.34,11760,2315,0.314,351,259.3,646
0.0082,5.34,11760,2310,0.307,296,270.44,588
0.0082,5.34,11760,2299,0.339,147,298.8,490
0.0082,5.34,11760,2289,0.329,84,309.77,424
0.0082,5.34,11760,2289,0.338,49,315.53,400
0.0082,6,11760,989,0.488,1218,60.65,607
0.0082,6,11760,989,0.487,1104,88,568
0.0082,6,11760,989,0.51,957,123.02,528
0.0082,6,11760,989,0.484,611,203.18,401
0.0082,6,11760,989,0.497,424,244.06,344
0.0082,6,11760,989,0.477,286,272.44,290
0.0082,6,11760,2788,0.263,472,233.8,747
0.0082,6,11760,2788,0.265,528,221.62,803
0.0082,6,11760,2788,0.268,386,252.06,672
0.0082,6,11760,2815,0.296,291,271.44,621
0.0082,6,11760,2788,0.316,153,297.72,509
0.0082,6,11760,2778,0.336,78,310.78,459
0.0082,6,11760,2767,0.348,30,318.55,424
0.0084,0.39,11760,2011,-0.15,754,170.59,6251
0.0084,0.39,11760,1980,-0.186,672,189.39,4761
0.0085,0.4,11760,1880,0,359,257.66,3430
0.01105,1,11760,962,0.064,1065,97.32,2999
0.01105,1,11760,962,0.077,982,117.09,2824
0.01105,1,11760,962,0.109,811,157.36,2476
0.01105,1,11760,962,0.133,638,197.1,2220
0.01105,1,11760,962,0.18,542,218.54,2003
0.01105,1,11760,962,0.232,448,238.96,1927
0.01105,1,11760,962,0.299,250,279.51,1621
0.0108,1,11760,1514,-0.069,1062,98.04,3942
0.0108,1,11760,1514,-0.063,902,136.02,3327
0.0108,1,11760,1514,-0.03,811,157.36,3124
0.0108,1,11760,1514,-0.006,719,178.65,2871
0.0108,1,11760,1514,0.022,638,197.1,2681
0.0108,1,11760,1514,0.049,542,218.54,2435
0.0108,1,11760,1514,0.118,346,260.33,1985
0.0108,1,11760,2002,-0.089,982,117.09,4663
0.0108,1,11760,2002,-0.07,897,137.2,4326
0.0108,1,11760,1993,-0.062,723,177.73,3430
0.0108,1,11760,1999,-0.032,634,198.01,3169
0.0108,1,11760,1999,-0.002,538,219.42,2857
0.0108,1,11760,1999,0.028,444,239.81,2555
0.0108,1,11760,1999,0.053,356,258.27,2250
0.0108,1,11760,2008,0.087,255,278.54,1944
0.0108,1,11760,2008,0.134,142,299.7,1645
0.0108,1,11760,2745,-0.06,634,198.01,4093
0.0108,1,11760,2745,-0.03,547,217.43,3733
0.0108,1,11760,2730,0.002,448,238.96,3285
0.0108,1,11760,2736,0.013,346,260.33,2655
0.0108,1,11760,2736,0.085,142,299.7,1800
0.0108,3,11760,498,0.667,244,280.67,469
0.0108,3,11760,498,0.669,142,299.7,425
0.0108,3,11760,989,0.424,349,259.71,762
0.0108,3,11760,989,0.407,448,238.96,832
0.0108,3,11760,1514,0.262,547,217.43,1166
0.0108,3,11760,1514,0.293,444,239.81,1080
0.0108,3,11760,1514,0.294,351,259.3,958
0.0108,3,11760,1514,0.334,244,280.67,880
0.0108,3,11760,1514,0.382,27,319.02,666
0.0108,3,11760,2011,0.194,446,239.38,1221
0.0108,3,11760,2002,0.216,346,260.33,1088
0.0108,3,11760,1993,0.239,244,280.67,953
0.0108,3,11760,1996,0.279,142,299.7,860
0.0108,3,11760,1996,0.326,24,319.48,746
0.0108,3,11760,2781,0.13,351,259.3,1263
0.0108,3,11760,2781,0.159,247,280.09,1096
0.0108,3,11760,2781,0.254,30,318.55,838
0.01075,4,11760,1007,0.434,448,238.96,655
0.01075,4,11760,1007,0.448,346,260.33,598
0.01075,4,11760,1007,0.461,255,278.54,548
0.01075,4,11760,1007,0.457,147,298.8,472
0.01075,4,11760,2033,0.258,356,258.27,907
0.01075,4,11760,2017,0.297,250,279.51,822
0.01075,4,11760,2020,0.321,30,318.55,564
0.01075,5,11760,1010,0.469,356,258.27,498
0.01075,5,11760,1010,0.444,255,278.54,430
0.01075,5,11760,1010,0.434,147,298.8,364
0.01075,5,11760,2039,0.275,448,238.96,848
0.01075,5,11760,2039,0.298,351,259.3,774
0.01075,5,11760,2039,0.297,250,279.51,664
0.01075,5,11760,2020,0.335,24,319.48,461
0.0108,5.8,11760,1004,0.436,652,193.94,546
0.0108,5.8,11760,1004,0.424,600,205.65,516
0.0108,5.8,11760,1004,0.425,549,216.99,493
0.0108,5.8,11760,1004,0.429,444,239.81,447
0.0108,5.8,11760,1004,0.417,408,247.44,423
0.0108,5.8,11760,1004,0.425,301,269.44,379
0.0108,5.8,11760,1004,0.428,247,280.09,355
0.0108,5.8,11760,1004,0.401,164,295.72,302
0.0108,5.8,11760,1004,0.415,90,308.76,275
0.0108,5.8,11760,1498,0.353,301,269.44,505
0.0108,5.8,11760,1498,0.344,250,279.51,462
0.0108,5.8,11760,1514,0.341,199,289.25,430
0.0108,5.8,11760,1504,0.335,194,290.19,418
0.0108,5.8,11760,1498,0.341,150,298.26,391
0.0108,5.8,11760,1489,0.338,96,307.74,348
0.0108,5.8,11760,1501,0.341,78,310.78,341
0.0108,5.8,11760,1492,0.34,55,314.56,322
0.01075,6,11760,499,0.703,540,218.98,309
0.01075,6,11760,499,0.698,351,259.3,266
0.01075,6,11760,499,0.745,250,279.51,258
0.01075,6,11760,499,0.731,142,299.7,229
0.01075,6,11760,1001,0.428,136,300.77,293
0.01075,6,11760,1528,0.335,811,157.36,823
0.01075,6,11760,1528,0.345,723,177.73,773
0.01075,6,11760,1528,0.363,634,198.01,728
0.01075,6,11760,1540,0.367,448,238.96,611
0.01075,6,11760,1528,0.353,351,259.3,530
0.01075,6,11760,1528,0.358,142,299.7,393
0.01075,6,11760,2033,0.299,448,238.96,732
0.01075,6,11760,2020,0.307,351,259.3,651
0.01075,6,11760,2027,0.306,250,279.51,560
0.01075,6,11760,2033,0.333,30,318.55,391
0.01075,6,11760,2773,0.25,346,260.33,801
0.01075,6,11760,2773,0.272,255,278.54,722
0.01075,6,11760,2764,0.292,142,299.7,611
0.0151,6,11760,519,0.657,897,137.2,559
0.0151,6,11760,519,0.657,811,157.36,531
0.0151,6,11760,519,0.671,723,177.73,508
0.0151,6,11760,519,0.688,542,218.54,457
0.0151,6,11760,519,0.691,351,259.3,396
0.0151,6,11760,519,0.697,250,279.51,367
0.0151,6,11760,519,0.701,142,299.7,333
0.0151,6,11760,778,0.44,811,157.36,661
0.0151,6,11760,778,0.453,723,177.73,626
0.0151,6,11760,776,0.455,634,198.01,584
0.0151,6,11760,775,0.469,542,218.54,547
0.0151,6,11760,771,0.463,448,238.96,496
0.0151,6,11760,771,0.464,351,259.3,452
0.0151,6,11760,775,0.476,142,299.7,360
0.0151,6,11760,1024,0.431,634,198.01,752
0.0151,6,11760,1024,0.42,542,218.54,685
0.0151,6,11760,1024,0.422,448,238.96,626
0.0151,6,11760,1024,0.419,142,299.7,430
0.0151,6,11760,1431,0.369,351,259.3,735
0.0151,6,11760,1428,0.357,142,299.7,533
0.0151,6,11760,1541,0.333,351,259.3,743
0.0151,6,11760,1542,0.342,250,279.51,657
0.0151,6,11760,1544,0.337,142,299.7,547
0.0151,6,11760,1549,0.345,113,304.81,531
0.0151,6,11760,1741,0.348,113,304.81,596
0.0151,6,11760,1741,0.342,84,309.77,557
0.0151,6,11760,1919,0.296,250,279.51,748
0.0151,6,11760,1922,0.324,142,299.7,659
0.0151,6,11760,1930,0.345,142,299.7,690
0.0151,6,11760,1930,0.342,113,304.81,652
0.0151,6,11760,1933,0.345,84,309.77,622
0.0151,6,11760,2122,0.332,142,299.7,704
0.0151,6,11760,2122,0.318,113,304.81,676
0.00399,0.5,13720,4444,-0.135,880,159.23,6443
0.00399,0.5,13720,4444,-0.089,707,198.99,5384
0.00399,0.5,13720,4444,-0.046,616,219.33,4993
0.00399,0.5,13720,4444,-0.039,527,238.72,4307
0.00472,0.305,13720,2763,-0.036,435,258.13,4194
0.00472,0.305,13720,3445,-0.059,423,260.61,4731
0.00472,0.305,13720,3573,0.081,134,315.02,3185
0.00472,0.305,13720,4160,0.043,134,315.02,3059
0.00472,0.305,13720,4779,-0.075,400,265.32,5866
0.00475,0.318,13720,2853,0.053,287,287.63,3690
0.00475,0.318,13720,2853,0.079,204,302.96,3128
0.00475,0.318,13720,3245,-0.014,435,258.13,5014
0.00475,0.318,13720,3402,-0.174,653,211.11,5834
0.00475,0.318,13720,3606,-0.085,560,231.59,6213
0.00475,0.318,13720,3904,0.089,128,316.01,3343
0.00475,0.318,13720,4264,0.039,204,302.96,4005
0.00475,0.318,13720,4358,0.002,292,286.67,4810
0.00475,0.318,13720,4672,-0.054,370,271.38,5330
0.00475,0.318,13720,4782,-0.044,349,275.57,5393
0.00475,0.318,13720,4876,-0.124,508,242.78,6686
0.00475,0.318,13720,5895,-0.048,318,281.66,5866
0.00475,0.318,13720,6020,-0.043,287,287.63,5456
0.00475,0.318,13720,6239,-0.124,450,255.01,7317
0.0048,1.7,13720,2718,0.24,355,274.38,1186
0.0048,1.7,13720,2794,0.245,215,300.99,965
0.0048,1.7,13720,2764,0.272,198,304.03,976
0.00574,0.625,13720,1310,0.057,757,187.63,2444
0.00574,0.625,13720,1310,-0.038,1220,78.57,3532
0.00574,0.625,13720,5250,-0.061,493,245.97,5046
0.00574,0.625,13720,5260,-0.396,1178,88.64,8926
0.00574,0.625,13720,5260,-0.382,1115,103.71,8358
0.00574,0.625,13720,5260,-0.107,616,219.33,5930
0.00574,0.625,13720,5260,-0.026,400,265.32,4478
0.00574,0.625,13720,5282,-0.163,744,190.6,6812
0.00581,1,13720,1499,0.027,1229,76.41,2721
0.00581,1,13720,1499,0.054,1140,97.74,2593
0.00581,1,13720,1499,0.081,971,137.89,2293
0.00581,1,13720,1499,0.108,885,158.07,2172
0.00581,1,13720,1499,0.111,797,178.46,1986
0.00581,1,13720,1499,0.141,707,198.99,1865
0.00581,1,13720,1499,0.156,616,219.33,1711
0.00581,1,13720,1499,0.238,324,280.49,1276
0.00581,1,13720,1499,0.27,215,300.99,1124
0.00581,1,13720,1499,0.316,95,321.32,971
0.00581,1,13720,3353,-0.071,1056,117.76,4734
0.00581,1,13720,3353,-0.046,971,137.89,4460
0.00581,1,13720,3353,-0.028,880,159.23,4120
0.00581,1,13720,3353,0.007,712,197.86,3494
0.00581,1,13720,3353,0.031,616,219.33,3162
0.00581,1,13720,3353,0.058,517,240.86,2836
0.00581,1,13720,3353,0.087,425,260.19,2542
0.00581,1,13720,3353,0.141,210,301.89,1807
0.00581,1,13720,3353,0.186,92,321.79,1475
0.00581,1,13720,5051,-0.105,1056,117.76,6861
0.00581,1,13720,5030,-0.075,967,138.83,6419
0.00581,1,13720,5030,-0.068,885,158.07,5884
0.00581,1,13720,5030,-0.043,799,178,5469
0.00581,1,13720,5030,-0.001,618,218.88,4504
0.00581,1,13720,5030,0.023,520,240.22,3986
0.00581,1,13720,5030,0.051,425,260.19,3526
0.00581,1,13720,5030,0.077,324,280.49,3008
0.00581,1,13720,5030,0.106,221,299.91,2503
0.00581,1,13720,5030,0.159,104,319.89,2075
0.00578,2,13720,1493,0.208,1145,96.54,1466
0.00578,2,13720,1493,0.219,1056,117.76,1386
0.00578,2,13720,1493,0.238,971,137.89,1316
0.00578,2,13720,1493,0.263,889,157.13,1258
0.00578,2,13720,1493,0.276,797,178.46,1175
0.00578,2,13720,1493,0.312,707,198.99,1123
0.00578,2,13720,1493,0.32,621,218.22,1040
0.00578,2,13720,1493,0.342,425,260.19,861
0.00578,2,13720,1493,0.389,221,299.91,701
0.00578,2,13720,1493,0.408,98,320.84,591
0.00578,2,13720,1588,0.372,221,299.91,726
0.00578,2,13720,2118,0.303,221,299.91,851
0.00578,2,13720,3441,-0.018,1393,36.94,3384
0.00578,2,13720,3441,-0.005,1304,58.38,3198
0.00578,2,13720,3441,0.017,1224,77.61,3065
0.00578,2,13720,3441,0.027,1140,97.74,2886
0.00578,2,13720,3441,0.044,1060,116.81,2731
0.00578,2,13720,3441,0.057,975,136.95,2556
0.00578,2,13720,3441,0.088,797,178.46,2203
0.00578,2,13720,3441,0.107,621,218.22,1825
0.00578,2,13720,3441,0.161,430,259.16,1508
0.00578,2,13720,3441,0.217,215,300.99,1139
0.00578,2,13720,3441,0.252,104,319.89,960
0.00578,2,13720,3706,0.199,221,299.91,1190
0.00578,2,13720,3706,0.198,215,300.99,1172
0.00578,2,13720,4235,0.21,221,299.91,1396
0.00578,2,13720,4235,0.205,221,299.91,1376
0.00578,2,13720,4764,0.21,221,299.91,1563
0.00578,2,13720,4966,0.002,1056,117.76,3756
0.00578,2,13720,4966,0.018,973,137.42,3523
0.00578,2,13720,4997,0.031,880,159.23,3268
0.00578,2,13720,4997,0.047,793,179.38,3027
0.00578,2,13720,5029,0.111,527,238.72,2351
0.00578,2,13720,5029,0.12,430,259.16,2043
0.00578,2,13720,5029,0.162,318,281.66,1809
0.00578,2,13720,5029,0.195,215,300.99,1579
0.00578,3,13720,1493,0.216,1224,77.61,1043
0.00578,3,13720,1493,0.244,1136,98.69,1002
0.00578,3,13720,1493,0.312,880,159.23,872
0.00578,3,13720,1493,0.312,793,179.38,809
0.00578,3,13720,1493,0.326,703,199.89,755
0.00578,3,13720,1493,0.339,616,219.33,707
0.00578,3,13720,1493,0.383,430,259.16,608
0.00578,3,13720,1493,0.405,324,280.49,551
0.00578,3,13720,1493,0.413,221,299.91,487
0.00578,3,13720,1493,0.421,104,319.89,409
0.00578,3,13720,3335,0.111,1229,76.41,2151
0.00578,3,13720,3335,0.094,1140,97.74,1988
0.00578,3,13720,3335,0.128,1060,116.81,1915
0.00578,3,13720,3335,0.128,971,137.89,1771
0.00578,3,13720,3335,0.15,889,157.13,1679
0.00578,3,13720,3335,0.166,707,198.99,1421
0.00578,3,13720,3335,0.166,616,219.33,1278
0.00578,3,13720,3335,0.23,428,259.58,1100
0.00578,3,13720,3335,0.263,221,299.91,826
0.00578,3,13720,4997,0.046,1224,77.61,3047
0.00578,3,13720,4997,0.05,1145,96.54,2860
0.00578,3,13720,4997,0.065,971,137.89,2488
0.00578,3,13720,4997,0.098,885,158.07,2360
0.00578,3,13720,4997,0.115,793,179.38,2186
0.00578,3,13720,4997,0.137,707,198.99,2053
